case_id,country,ingredient_keyword,ingredient_type
CASE-00001,중국,김,PROCESSED_INGREDIENT
CASE-00002,일본,채소 식초 절임,FINISHED_PRODUCT
CASE-00003,일본,떡볶이소스 소스,PROCESSED_INGREDIENT
CASE-00004,미국,밀가루 밀,PROCESSED_INGREDIENT
CASE-00005,미국,밀가루 밀,PROCESSED_INGREDIENT
CASE-00006,미국,음료,FINISHED_PRODUCT
CASE-00007,미국,음료,FINISHED_PRODUCT
CASE-00008,미국,쥐치 생선 물고기,RAW_MATERIAL
CASE-00009,미국,쥐치 생선 물고기,RAW_MATERIAL
CASE-00010,미국,곶감 감,PROCESSED_INGREDIENT
CASE-00011,미국,장어 생선 물고기,RAW_MATERIAL
CASE-00012,미국,젤리 사탕 견과류 젤리빈,FINISHED_PRODUCT
CASE-00013,미국,초콜릿 쿠키 비스킷 웨이퍼,FINISHED_PRODUCT
CASE-00014,미국,가자미 첨치 참 광어 생선 물고기,RAW_MATERIAL
CASE-00015,미국,가자미 첨치 참 광어 생선 물고기,RAW_MATERIAL
CASE-00016,미국,캔디 사탕,FINISHED_PRODUCT
CASE-00017,미국,캔디 사탕,FINISHED_PRODUCT
CASE-00018,미국,가자미 첨치 참 광어 생선 물고기,RAW_MATERIAL
CASE-00019,EU,굴 조개 생굴,RAW_MATERIAL
CASE-00020,중국,김가루,FINISHED_PRODUCT
CASE-00021,중국,김가루,FINISHED_PRODUCT
CASE-00022,중국,김,FINISHED_PRODUCT
CASE-00023,중국,김,PROCESSED_INGREDIENT
CASE-00024,중국,김,PROCESSED_INGREDIENT
CASE-00025,중국,김,FINISHED_PRODUCT
CASE-00026,중국,김가루,FINISHED_PRODUCT
CASE-00027,중국,김,PROCESSED_INGREDIENT
CASE-00028,대만,멸치액젓 액젓,PROCESSED_INGREDIENT
CASE-00029,대만,배추 채소,RAW_MATERIAL
CASE-00030,대만,딸기,RAW_MATERIAL
CASE-00031,미국,수프,FINISHED_PRODUCT
CASE-00032,미국,수프,FINISHED_PRODUCT
CASE-00033,미국,초콜릿 쿠키 비스킷 웨이퍼 과자,FINISHED_PRODUCT
CASE-00034,미국,초콜릿 쿠키 비스킷 웨이퍼 과자,FINISHED_PRODUCT
CASE-00035,미국,채소 크림 수프,FINISHED_PRODUCT
CASE-00036,미국,곡물 플레이크 시리얼,FINISHED_PRODUCT
CASE-00037,미국,생선 물고기,RAW_MATERIAL
CASE-00038,미국,음료,FINISHED_PRODUCT
CASE-00039,미국,오징어 해산물 수산물,RAW_MATERIAL
CASE-00040,미국,초콜릿 아이스 쿠키 과자,FINISHED_PRODUCT
CASE-00041,미국,비스킷 웨이퍼 과자,FINISHED_PRODUCT
CASE-00042,미국,미역,RAW_MATERIAL
CASE-00043,미국,초콜릿 쿠키 비스킷 웨이퍼 과자,FINISHED_PRODUCT
CASE-00044,미국,초콜릿 쿠키 비스킷 웨이퍼 과자,FINISHED_PRODUCT
CASE-00045,미국,초콜릿 쿠키 비스킷 웨이퍼 과자,FINISHED_PRODUCT
CASE-00046,미국,초콜릿 쿠키 비스킷 웨이퍼 과자,FINISHED_PRODUCT
CASE-00047,미국,떡,FINISHED_PRODUCT
CASE-00048,미국,장어 생선 물고기,RAW_MATERIAL
CASE-00049,미국,음료,FINISHED_PRODUCT
CASE-00050,미국,쌀,RAW_MATERIAL
CASE-00051,EU,튀김가루,PROCESSED_INGREDIENT
CASE-00052,중국,파우더,PROCESSED_INGREDIENT
CASE-00053,대만,깻잎,RAW_MATERIAL
CASE-00054,대만,딸기 과일,RAW_MATERIAL
CASE-00055,미국,인삼,RAW_MATERIAL
CASE-00056,미국,초콜릿 아이스 쿠키 비스킷 웨이퍼 과자,FINISHED_PRODUCT
CASE-00057,미국,인삼,PROCESSED_INGREDIENT
CASE-00058,미국,민어 생선 물고기,RAW_MATERIAL
CASE-00059,미국,수산물 생선 물고기 해조류 조개 ,RAW_MATERIAL
CASE-00060,미국,음료,FINISHED_PRODUCT
CASE-00061,미국,채소 수프 크림,FINISHED_PRODUCT
CASE-00062,중국,쌀밥 밥,FINISHED_PRODUCT
CASE-00063,중국,국거리 국재료 재료,PROCESSED_INGREDIENT
CASE-00064,중국,음료,FINISHED_PRODUCT
CASE-00065,중국,요거트,FINISHED_PRODUCT
CASE-00066,중국,요거트,FINISHED_PRODUCT
CASE-00067,중국,요거트,FINISHED_PRODUCT
CASE-00068,미국,농축액,RAW_MATERIAL
CASE-00069,미국,채소 야채 샐러드,RAW_MATERIAL
CASE-00070,미국,곶감 감,PROCESSED_INGREDIENT
CASE-00071,미국,어묵 오뎅,FINISHED_PRODUCT
CASE-00072,EU,탄산음료 음료 탄산,FINISHED_PRODUCT
CASE-00073,일본,스낵 과자,FINISHED_PRODUCT
CASE-00074,일본,깻잎 김치,FINISHED_PRODUCT
CASE-00075,일본,말린무 무 무침,FINISHED_PRODUCT
CASE-00076,미국,어류 생선 물고기,RAW_MATERIAL
CASE-00077,미국,조미료,PROCESSED_INGREDIENT
CASE-00078,미국,곶감 감,PROCESSED_INGREDIENT
CASE-00079,미국,수산물 생선 물고기,RAW_MATERIAL
CASE-00080,미국,멸치,RAW_MATERIAL
CASE-00081,미국,대구 명태 동태 황태 북어 먹태 생선 물고기,RAW_MATERIAL
CASE-00082,미국,무 채소,RAW_MATERIAL
CASE-00083,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00084,미국,플레인 쿠키 비스킷 웨이퍼 과자,FINISHED_PRODUCT
CASE-00085,미국,수산물 생선 물고기,RAW_MATERIAL
CASE-00086,미국,어류 생선 물고기,RAW_MATERIAL
CASE-00087,미국,사탕 캔디,FINISHED_PRODUCT
CASE-00088,미국,두부,PROCESSED_INGREDIENT
CASE-00089,미국,잎 줄기 채소,RAW_MATERIAL
CASE-00090,EU,다시마,RAW_MATERIAL
CASE-00091,중국,김치라면 라면,FINISHED_PRODUCT
CASE-00092,중국,음료,FINISHED_PRODUCT
CASE-00093,중국,김,FINISHED_PRODUCT
CASE-00094,중국,음료,FINISHED_PRODUCT
CASE-00095,중국,소금,PROCESSED_INGREDIENT
CASE-00096,대만,배추 채소,RAW_MATERIAL
CASE-00097,일본,피조개 조개,RAW_MATERIAL
CASE-00098,일본,레토르트,FINISHED_PRODUCT
CASE-00099,일본,들깻잎 깻잎,RAW_MATERIAL
CASE-00100,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00101,미국,곶감 감,PROCESSED_INGREDIENT
CASE-00102,미국,장어 생선 물고기,RAW_MATERIAL
CASE-00103,미국,안젤리카 향신료,RAW_MATERIAL
CASE-00104,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00105,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00106,미국,자두 주스,FINISHED_PRODUCT
CASE-00107,미국,초콜릿 아이스 쿠키 비스킷 웨이퍼 과자,FINISHED_PRODUCT
CASE-00108,미국,인삼 삼,RAW_MATERIAL
CASE-00109,미국,허브 향신료,RAW_MATERIAL
CASE-00110,중국,김,FINISHED_PRODUCT
CASE-00111,대만,배추 채소,RAW_MATERIAL
CASE-00112,일본,들깻잎 깻잎,RAW_MATERIAL
CASE-00113,일본,들깻잎 깻잎,RAW_MATERIAL
CASE-00114,미국,청어,RAW_MATERIAL
CASE-00115,미국,곶감 감,PROCESSED_INGREDIENT
CASE-00116,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00117,중국,소금,PROCESSED_INGREDIENT
CASE-00118,중국,소금,PROCESSED_INGREDIENT
CASE-00119,중국,머스타드,PROCESSED_INGREDIENT
CASE-00120,대만,배추 채소,RAW_MATERIAL
CASE-00121,일본,피조개 조개,RAW_MATERIAL
CASE-00122,일본,피조개 조개,RAW_MATERIAL
CASE-00123,일본,바지락 조개,RAW_MATERIAL
CASE-00124,일본,바지락 조개,RAW_MATERIAL
CASE-00125,일본,바지락 조개,RAW_MATERIAL
CASE-00126,일본,바지락 조개,RAW_MATERIAL
CASE-00127,일본,문어,FINISHED_PRODUCT
CASE-00128,일본,들깻잎 깻잎,RAW_MATERIAL
CASE-00129,미국,플레인 쿠키 비스킷 웨이퍼 과자,FINISHED_PRODUCT
CASE-00130,중국,소금,PROCESSED_INGREDIENT
CASE-00131,일본,붕장어 생선 물고기,FINISHED_PRODUCT
CASE-00132,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00133,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00134,미국,면,PROCESSED_INGREDIENT
CASE-00135,미국,면,PROCESSED_INGREDIENT
CASE-00136,미국,두부,PROCESSED_INGREDIENT
CASE-00137,미국,넙치 생선 물고기,RAW_MATERIAL
CASE-00138,중국,프로바이오틱스 음료,FINISHED_PRODUCT
CASE-00139,중국,음료,FINISHED_PRODUCT
CASE-00140,대만,멜론 과일,RAW_MATERIAL
CASE-00141,일본,어육 어묵 오뎅,PROCESSED_INGREDIENT
CASE-00142,일본,게 꽃게,RAW_MATERIAL
CASE-00143,일본,음료,FINISHED_PRODUCT
CASE-00144,일본,허니머스터드 머스터드소스 머스터드 소스,PROCESSED_INGREDIENT
CASE-00145,일본,조미료,PROCESSED_INGREDIENT
CASE-00146,일본,부추 채소,RAW_MATERIAL
CASE-00147,미국,면,PROCESSED_INGREDIENT
CASE-00148,미국,면,PROCESSED_INGREDIENT
CASE-00149,미국,면,PROCESSED_INGREDIENT
CASE-00150,미국,면,PROCESSED_INGREDIENT
CASE-00151,미국,쥐치 생선 물고기,RAW_MATERIAL
CASE-00152,중국,시리얼,FINISHED_PRODUCT
CASE-00153,중국,시리얼,FINISHED_PRODUCT
CASE-00154,중국,음료,FINISHED_PRODUCT
CASE-00155,EU (독일),해조,RAW_MATERIAL
CASE-00156,미국,면,PROCESSED_INGREDIENT
CASE-00157,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00158,미국,면,PROCESSED_INGREDIENT
CASE-00159,미국,면,PROCESSED_INGREDIENT
CASE-00160,미국,면,PROCESSED_INGREDIENT
CASE-00161,미국,어란 명란,FINISHED_PRODUCT
CASE-00162,미국,음료,FINISHED_PRODUCT
CASE-00163,중국,떡볶이소스 소스,PROCESSED_INGREDIENT
CASE-00164,중국,김가루,PROCESSED_INGREDIENT
CASE-00165,중국,웨하스 과자,FINISHED_PRODUCT
CASE-00166,중국,음료,FINISHED_PRODUCT
CASE-00167,대만,음료,FINISHED_PRODUCT
CASE-00168,대만,키위 과일,RAW_MATERIAL
CASE-00169,대만,키위 과일,RAW_MATERIAL
CASE-00170,대만,배추 채소,RAW_MATERIAL
CASE-00171,일본,굴 조개 생굴,RAW_MATERIAL
CASE-00172,일본,굴 조개 생굴,RAW_MATERIAL
CASE-00173,일본,게 꽃게,RAW_MATERIAL
CASE-00174,일본,청고추 고추,RAW_MATERIAL
CASE-00175,미국,오징어 해산물 수산물,RAW_MATERIAL
CASE-00176,미국,면,PROCESSED_INGREDIENT
CASE-00177,미국,면,PROCESSED_INGREDIENT
CASE-00178,미국,멸치,RAW_MATERIAL
CASE-00179,미국,면,PROCESSED_INGREDIENT
CASE-00180,미국,면,PROCESSED_INGREDIENT
CASE-00181,미국,면,PROCESSED_INGREDIENT
CASE-00182,미국,면,PROCESSED_INGREDIENT
CASE-00183,미국,캔디 사탕,FINISHED_PRODUCT
CASE-00184,미국,면,PROCESSED_INGREDIENT
CASE-00185,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00186,미국,음료,FINISHED_PRODUCT
CASE-00187,미국,두부,PROCESSED_INGREDIENT
CASE-00188,미국,면,PROCESSED_INGREDIENT
CASE-00189,미국,면,PROCESSED_INGREDIENT
CASE-00190,미국,면,PROCESSED_INGREDIENT
CASE-00191,EU,다랑어 참치 물고기 생선 회,RAW_MATERIAL
CASE-00192,중국,번데기 통조림,FINISHED_PRODUCT
CASE-00193,대만,배추 채소,RAW_MATERIAL
CASE-00194,일본,청고추 고추,RAW_MATERIAL
CASE-00195,일본,청고추 고추,RAW_MATERIAL
CASE-00196,일본,들깨 깨,RAW_MATERIAL
CASE-00197,일본,갈치젓 젓,FINISHED_PRODUCT
CASE-00198,일본,굴젓 젓 굴 조개 생굴,FINISHED_PRODUCT
CASE-00199,미국,면,PROCESSED_INGREDIENT
CASE-00200,미국,음료 인삼,FINISHED_PRODUCT
CASE-00201,미국,어란 명란,FINISHED_PRODUCT
CASE-00202,미국,면,PROCESSED_INGREDIENT
CASE-00203,미국,면,PROCESSED_INGREDIENT
CASE-00204,미국,허브 향신료,RAW_MATERIAL
CASE-00205,EU,황새치 참치 물고기 생선 회,RAW_MATERIAL
CASE-00206,중국,곡물차 차,FINISHED_PRODUCT
CASE-00207,미국,면,PROCESSED_INGREDIENT
CASE-00208,미국,면,PROCESSED_INGREDIENT
CASE-00209,미국,면,PROCESSED_INGREDIENT
CASE-00210,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00211,미국,훈제 쥐치 생선 물고기,FINISHED_PRODUCT
CASE-00212,미국,면,PROCESSED_INGREDIENT
CASE-00213,미국,음료,FINISHED_PRODUCT
CASE-00214,미국,음료,FINISHED_PRODUCT
CASE-00215,미국,크림수프 수프,FINISHED_PRODUCT
CASE-00216,미국,면,PROCESSED_INGREDIENT
CASE-00217,미국,면,PROCESSED_INGREDIENT
CASE-00218,미국,면,PROCESSED_INGREDIENT
CASE-00219,미국,면,PROCESSED_INGREDIENT
CASE-00220,미국,오징어 해산물 수산물,RAW_MATERIAL
CASE-00221,미국,면,PROCESSED_INGREDIENT
CASE-00222,미국,면,PROCESSED_INGREDIENT
CASE-00223,미국,비타민,FINISHED_PRODUCT
CASE-00224,미국,면,PROCESSED_INGREDIENT
CASE-00225,EU,김,FINISHED_PRODUCT
CASE-00226,중국,삼치 생선 물고기,RAW_MATERIAL
CASE-00227,중국,마늘빵 빵,FINISHED_PRODUCT
CASE-00228,중국,귤칩 칩 과자,FINISHED_PRODUCT
CASE-00229,일본,빨간고추 붉은고추 고추,RAW_MATERIAL
CASE-00230,일본,청고추 고추,RAW_MATERIAL
CASE-00231,대만,토마토,RAW_MATERIAL
CASE-00232,미국,음료,FINISHED_PRODUCT
CASE-00233,일본,캡사이신 향신료,PROCESSED_INGREDIENT
CASE-00234,일본,빨간고추 붉은고추 고추,RAW_MATERIAL
CASE-00235,일본,참외,RAW_MATERIAL
CASE-00236,일본,음료,FINISHED_PRODUCT
CASE-00237,일본,씨앗,FINISHED_PRODUCT
CASE-00238,대만,수삼 삼,RAW_MATERIAL
CASE-00239,미국,면,PROCESSED_INGREDIENT
CASE-00240,미국,면,PROCESSED_INGREDIENT
CASE-00241,미국,캔디 사탕,FINISHED_PRODUCT
CASE-00242,미국,면,PROCESSED_INGREDIENT
CASE-00243,미국,면,PROCESSED_INGREDIENT
CASE-00244,미국,어란 명란,FINISHED_PRODUCT
CASE-00245,미국,인삼 삼,RAW_MATERIAL
CASE-00246,미국,잎 줄기 채소,RAW_MATERIAL
CASE-00247,미국,중국무 무,RAW_MATERIAL
CASE-00248,일본,청고추 고추,RAW_MATERIAL
CASE-00249,일본,청고추 고추,RAW_MATERIAL
CASE-00250,일본,음료,FINISHED_PRODUCT
CASE-00251,중국,해삼,PROCESSED_INGREDIENT
CASE-00252,중국,김,FINISHED_PRODUCT
CASE-00253,중국,젤리,FINISHED_PRODUCT
CASE-00254,중국,젤리,FINISHED_PRODUCT
CASE-00255,중국,젤리,FINISHED_PRODUCT
CASE-00256,미국,캔디 사탕,FINISHED_PRODUCT
CASE-00257,미국,면,PROCESSED_INGREDIENT
CASE-00258,미국,면,PROCESSED_INGREDIENT
CASE-00259,미국,쥐치 생선 물고기,RAW_MATERIAL
CASE-00260,미국,인삼즙 주스,FINISHED_PRODUCT
CASE-00261,미국,음료,FINISHED_PRODUCT
CASE-00262,미국,면,PROCESSED_INGREDIENT
CASE-00263,일본,고추,RAW_MATERIAL
CASE-00264,일본,참외,RAW_MATERIAL
CASE-00265,일본,참외,RAW_MATERIAL
CASE-00266,일본,게 꽃게,RAW_MATERIAL
CASE-00267,일본,게 꽃게,PROCESSED_INGREDIENT
CASE-00268,일본,고추,RAW_MATERIAL
CASE-00269,중국,두유,FINISHED_PRODUCT
CASE-00270,중국,생선 물고기 통조림,FINISHED_PRODUCT
CASE-00271,중국,김,FINISHED_PRODUCT
CASE-00272,중국,과자,FINISHED_PRODUCT
CASE-00273,미국,곶감 감,PROCESSED_INGREDIENT
CASE-00274,미국,면,PROCESSED_INGREDIENT
CASE-00275,미국,인삼 삼,RAW_MATERIAL
CASE-00276,미국,면,PROCESSED_INGREDIENT
CASE-00277,EU,탄산음료,FINISHED_PRODUCT
CASE-00278,일본,붕장어 생선 물고기,FINISHED_PRODUCT
CASE-00279,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00280,미국,꿀차,FINISHED_PRODUCT
CASE-00281,미국,꿀차,FINISHED_PRODUCT
CASE-00282,미국,음료,FINISHED_PRODUCT
CASE-00283,일본,떡,FINISHED_PRODUCT
CASE-00284,일본,게 꽃게,FINISHED_PRODUCT
CASE-00285,일본,파우더,PROCESSED_INGREDIENT
CASE-00286,일본,식품첨가물 첨가물,PROCESSED_INGREDIENT
CASE-00287,중국,프로바이오틱 분말,PROCESSED_INGREDIENT
CASE-00288,중국,과채주스 주스,FINISHED_PRODUCT
CASE-00289,중국,차,FINISHED_PRODUCT
CASE-00290,중국,차,FINISHED_PRODUCT
CASE-00291,중국,김,FINISHED_PRODUCT
CASE-00292,중국,김자반,FINISHED_PRODUCT
CASE-00293,중국,파우더,PROCESSED_INGREDIENT
CASE-00294,대만,수박,RAW_MATERIAL
CASE-00295,대만,배추 채소,RAW_MATERIAL
CASE-00296,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00297,EU,음료,FINISHED_PRODUCT
CASE-00298,일본,간장게장 게장,FINISHED_PRODUCT
CASE-00299,중국,음료,FINISHED_PRODUCT
CASE-00300,중국,도라지배즙 배즙 도라지즙 즙,FINISHED_PRODUCT
CASE-00301,중국,해초미역면 면,PROCESSED_INGREDIENT
CASE-00302,중국,해삼,RAW_MATERIAL
CASE-00303,중국,음료,FINISHED_PRODUCT
CASE-00304,중국,음료,FINISHED_PRODUCT
CASE-00305,중국,음료,FINISHED_PRODUCT
CASE-00306,대만,멜론 과일,RAW_MATERIAL
CASE-00307,대만,활비목어 생선 물고기,RAW_MATERIAL
CASE-00308,미국,냉훈 훈제 멸치,FINISHED_PRODUCT
CASE-00309,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00310,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00311,미국,표고버섯 버섯,RAW_MATERIAL
CASE-00312,미국,면,PROCESSED_INGREDIENT
CASE-00313,미국,젤리,FINISHED_PRODUCT
CASE-00314,미국,음료 물,FINISHED_PRODUCT
CASE-00315,EU,황새치 생선 물고기 회,RAW_MATERIAL
CASE-00316,일본,붉은고추 고추,RAW_MATERIAL
CASE-00317,중국,청차 차,FINISHED_PRODUCT
CASE-00318,중국,숙취해소 음료,FINISHED_PRODUCT
CASE-00319,중국,칼로리 음료,FINISHED_PRODUCT
CASE-00320,중국,조류 오일 젤리 캔디 사탕,FINISHED_PRODUCT
CASE-00321,중국,어육 소시지,FINISHED_PRODUCT
CASE-00322,중국,어육 소시지,FINISHED_PRODUCT
CASE-00323,대만,떡볶이소스 소스,PROCESSED_INGREDIENT
CASE-00324,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00325,미국,어류 생선 물고기,RAW_MATERIAL
CASE-00326,미국,수산물 해산물 물고기 생선 조개,RAW_MATERIAL
CASE-00327,미국,곶감 감,PROCESSED_INGREDIENT
CASE-00328,미국,허브 향신료,RAW_MATERIAL
CASE-00329,미국,허브 향신료,RAW_MATERIAL
CASE-00330,일본,참다랑어 생선 물고기 회,RAW_MATERIAL
CASE-00331,일본,조미료,PROCESSED_INGREDIENT
CASE-00332,일본,우유 음료,FINISHED_PRODUCT
CASE-00333,일본,청고추 고추,RAW_MATERIAL
CASE-00334,일본,청고추 고추,RAW_MATERIAL
CASE-00335,중국,아이스떡 떡,FINISHED_PRODUCT
CASE-00336,중국,아이스떡 떡,FINISHED_PRODUCT
CASE-00337,중국,콜라겐,FINISHED_PRODUCT
CASE-00338,대만,인삼 삼,RAW_MATERIAL
CASE-00339,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00340,미국,허브 향신료,RAW_MATERIAL
CASE-00341,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00342,미국,가리비 조개,RAW_MATERIAL
CASE-00343,미국,굴 조개 생굴,RAW_MATERIAL
CASE-00344,미국,홍합 조개,RAW_MATERIAL
CASE-00345,EU,황새치 생선 물고기 회,RAW_MATERIAL
CASE-00346,일본,청고추 고추,RAW_MATERIAL
CASE-00347,일본,청고추 고추,RAW_MATERIAL
CASE-00348,중국,해삼,RAW_MATERIAL
CASE-00349,중국,알로에 음료,FINISHED_PRODUCT
CASE-00350,대만,밀감 감,RAW_MATERIAL
CASE-00351,대만,인삼,RAW_MATERIAL
CASE-00352,대만,인삼,RAW_MATERIAL
CASE-00353,대만,젤리,FINISHED_PRODUCT
CASE-00354,미국,초콜릿 플레인 쿠키 비스킷 웨이퍼,FINISHED_PRODUCT
CASE-00355,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00356,중국,김,FINISHED_PRODUCT
CASE-00357,중국,과자,FINISHED_PRODUCT
CASE-00358,중국,음료,FINISHED_PRODUCT
CASE-00359,중국,삼치 생선 물고기,RAW_MATERIAL
CASE-00360,중국,한과 과자,FINISHED_PRODUCT
CASE-00361,중국,누룽지,FINISHED_PRODUCT
CASE-00362,중국,도라지배즙 음료 도라지즙 배즙 즙,FINISHED_PRODUCT
CASE-00363,중국,음용수 음료,FINISHED_PRODUCT
CASE-00364,중국,사과즙 음료,FINISHED_PRODUCT
CASE-00365,중국,에그롤 롤,FINISHED_PRODUCT
CASE-00366,중국,김,FINISHED_PRODUCT
CASE-00367,중국,벌꿀흑마늘즙 음료,FINISHED_PRODUCT
CASE-00368,중국,흑마늘즙 음료,FINISHED_PRODUCT
CASE-00369,중국,감식초 식초,PROCESSED_INGREDIENT
CASE-00370,중국,쌀유자,FINISHED_PRODUCT
CASE-00371,중국,쌀국수,FINISHED_PRODUCT
CASE-00372,중국,쌀국수,FINISHED_PRODUCT
CASE-00373,중국,김,FINISHED_PRODUCT
CASE-00374,중국,사골곰탕 곰탕,FINISHED_PRODUCT
CASE-00375,중국,김,FINISHED_PRODUCT
CASE-00376,중국,소라살 소라,PROCESSED_INGREDIENT
CASE-00377,중국,김,FINISHED_PRODUCT
CASE-00378,중국,미역,RAW_MATERIAL
CASE-00379,중국,쌀가루,PROCESSED_INGREDIENT
CASE-00380,중국,쌀가루,PROCESSED_INGREDIENT
CASE-00381,대만,콜라겐 석류즙,FINISHED_PRODUCT
CASE-00382,일본,인스턴트 커피,FINISHED_PRODUCT
CASE-00383,일본,다시마면 면,PROCESSED_INGREDIENT
CASE-00384,일본,오징어김치 김치,FINISHED_PRODUCT
CASE-00385,일본,문어김치 김치,FINISHED_PRODUCT
CASE-00386,일본,과메기 생선 물고기,RAW_MATERIAL
CASE-00387,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00388,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00389,미국,면,FINISHED_PRODUCT
CASE-00390,미국,곰보버섯 버섯,RAW_MATERIAL
CASE-00391,미국,인삼 추출물 홍삼,FINISHED_PRODUCT
CASE-00392,미국,표고버섯 버섯,RAW_MATERIAL
CASE-00393,중국,김자반,FINISHED_PRODUCT
CASE-00394,중국,청국장,FINISHED_PRODUCT
CASE-00395,중국,과자,FINISHED_PRODUCT
CASE-00396,중국,과자,FINISHED_PRODUCT
CASE-00397,중국,과자,FINISHED_PRODUCT
CASE-00398,중국,과자,FINISHED_PRODUCT
CASE-00399,중국,김,FINISHED_PRODUCT
CASE-00400,중국,김,FINISHED_PRODUCT
CASE-00401,중국,마가린,PROCESSED_INGREDIENT
CASE-00402,대만,인삼 삼,RAW_MATERIAL
CASE-00403,대만,인삼 삼,RAW_MATERIAL
CASE-00404,일본,말차 음료,FINISHED_PRODUCT
CASE-00405,일본,타로라테 음료,FINISHED_PRODUCT
CASE-00406,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00407,중국,김,PROCESSED_INGREDIENT
CASE-00408,중국,김,FINISHED_PRODUCT
CASE-00409,중국,갈치 물고기 생선,RAW_MATERIAL
CASE-00410,중국,삼치 물고기 생선,RAW_MATERIAL
CASE-00411,중국,넙치 물고기 생선,RAW_MATERIAL
CASE-00412,중국,도다리 물고기 생선,RAW_MATERIAL
CASE-00413,중국,돌가자미 물고기 생선,RAW_MATERIAL
CASE-00414,중국,부침가루 튀김가루 가루,PROCESSED_INGREDIENT
CASE-00415,중국,옥수수시리얼 시리얼,FINISHED_PRODUCT
CASE-00416,중국,옥수수시리얼 시리얼,FINISHED_PRODUCT
CASE-00417,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00418,미국,젤리 캔디 사탕,FINISHED_PRODUCT
CASE-00419,미국,팽이버섯 버섯,RAW_MATERIAL
CASE-00420,EU,면,PROCESSED_INGREDIENT
CASE-00421,중국,차,FINISHED_PRODUCT
CASE-00422,중국,차,FINISHED_PRODUCT
CASE-00423,중국,차,FINISHED_PRODUCT
